time_s,raw_roll_deg,raw_pitch_deg
1.63000,6.93712,4.08149
1.64000,6.81962,4.08430
1.65000,7.02787,3.79896
1.66000,7.17695,3.83638
1.67000,6.82830,3.75894
1.68000,7.15203,3.97801
1.69000,7.11500,3.97044
1.70000,7.01766,4.02406
1.71000,7.02367,3.42628
1.72000,7.26286,4.02337
1.73000,7.12321,3.54325
1.74000,7.01396,3.86797
1.75000,6.87650,3.59682
1.76000,7.17502,3.56880
1.77000,7.42577,3.77776
1.78000,7.33401,3.33519
1.79000,7.27926,3.44818
1.80000,7.04047,3.36316
1.81000,7.19974,3.02330
1.82000,6.93162,3.57025
1.83000,7.46812,3.06505
1.84000,7.11133,3.15293
1.85000,7.60161,3.47174
1.86000,7.20155,3.20385
1.87000,7.23093,3.07409
1.88000,7.58333,2.88760
1.89000,7.31522,3.20606
1.90000,7.54129,2.56760
1.91000,7.69276,3.04272
1.92000,7.48734,2.90535
1.93000,7.61001,3.12601
1.94000,7.26364,2.60830
1.95000,7.22815,2.44615
1.96000,7.43935,2.50384
1.97000,7.50969,2.87617
1.98000,7.30439,2.75021
1.99000,7.24934,2.51194
2.00000,7.77896,2.73792
2.01000,7.74188,2.28821
2.02000,7.21708,2.37176
2.03000,7.64044,2.34533
2.04000,7.62776,2.24048
2.05000,7.78743,2.63923
2.06000,7.53498,2.30920
2.07000,7.48890,2.04992
2.08000,7.84280,1.89750
2.09000,7.73061,2.17760
2.10000,7.89037,1.99498
2.11000,7.57130,1.95364
2.12000,7.70535,1.50271
2.13000,7.63134,1.83417
2.14000,7.89138,1.29515
2.15000,7.86536,1.82436
2.16000,7.70094,1.71927
2.17000,7.95018,1.50131
2.18000,8.00792,1.58351
2.19000,7.57529,1.92349
2.20000,7.62760,1.74352
2.21000,7.76986,1.33885
2.22000,8.18646,1.39635
2.23000,7.59692,1.44294
2.24000,8.16998,1.28015
2.25000,8.00489,1.14166
2.26000,7.82428,1.12957
2.27000,8.05173,1.52195
2.28000,8.04350,1.18565
2.29000,7.93463,1.03708
2.30000,7.83427,0.84343
2.31000,7.84491,1.11827
2.32000,8.24335,1.00793
2.33000,8.02821,0.90245
2.34000,8.25027,0.67599
2.35000,7.86711,0.37599
2.36000,7.72277,0.92265
2.37000,8.12164,0.61778
2.38000,7.85545,0.64668
2.39000,8.17143,0.56415
2.40000,8.03144,0.88184
2.41000,8.16767,0.70831
2.42000,8.32432,0.66939
2.43000,8.15129,0.29317
2.44000,7.61735,0.23474
2.45000,7.86534,0.27125
2.46000,7.98117,-0.07523
2.47000,8.21358,0.16576
2.48000,7.86045,-0.04461
2.49000,8.03753,0.09283
2.50000,7.83496,0.11014
2.51000,8.15938,-0.05467
2.52000,7.82558,-0.16626
2.53000,8.17944,0.09408
2.54000,8.12141,-0.16011
2.55000,8.12499,-0.23522
2.56000,7.85108,-0.46721
2.57000,7.75535,-0.55726
2.58000,7.79616,-0.53388
2.59000,7.73306,-0.26774
2.60000,8.06930,-0.44108
2.61000,8.23922,-0.71147
2.62000,8.15734,-0.80075
2.63000,8.25185,-0.54263
2.64000,8.01196,-0.63080
2.65000,7.77219,-0.44232
2.66000,7.80615,-0.78350
2.67000,7.94195,-0.75991
2.68000,7.90830,-0.80533
2.69000,8.15598,-0.87171
2.70000,7.97415,-0.65607
2.71000,7.79986,-1.59266
2.72000,8.04912,-1.16065
2.73000,7.41574,-0.67199
2.74000,7.92810,-1.13384
2.75000,7.91131,-1.43855
2.76000,7.65642,-1.49765
2.77000,7.81455,-0.96036
2.78000,7.80747,-1.75662
2.79000,7.87959,-1.57725
2.80000,7.74231,-1.44844
2.81000,7.75518,-1.64814
2.82000,7.96286,-1.88101
2.83000,7.91392,-1.74816
2.84000,8.20548,-1.85101
2.85000,7.73852,-1.59404
2.86000,7.56510,-1.92840
2.87000,7.75941,-1.64403
2.88000,7.81899,-1.85934
2.89000,8.06044,-1.91356
2.90000,7.74410,-1.81451
2.91000,7.65354,-1.98841
2.92000,7.52348,-2.13757
2.93000,7.60905,-2.24134
2.94000,7.48419,-2.13633
2.95000,7.76983,-2.08656
2.96000,7.51943,-1.92499
2.97000,7.65294,-2.26257
2.98000,7.79137,-2.24863
2.99000,7.75714,-2.49641
3.00000,7.50920,-2.21470
3.01000,7.52123,-2.36993
3.02000,7.59575,-2.44166
3.03000,7.45003,-2.95528
3.04000,7.48187,-2.64813
3.05000,7.42473,-2.70444
3.06000,7.61580,-2.71907
3.07000,7.67006,-2.76387
3.08000,7.91094,-3.04538
3.09000,7.66809,-2.77098
3.10000,7.90683,-2.79850
3.11000,7.36072,-3.35312
3.12000,7.49258,-3.00328
3.13000,7.42713,-3.14885
3.14000,7.62857,-3.42790
3.15000,7.08991,-2.99320
3.16000,7.17082,-2.93040
3.17000,7.52713,-3.15660
3.18000,7.28357,-3.07840
3.19000,7.02366,-3.45945
3.20000,7.19697,-3.48659
3.21000,7.42889,-3.29806
3.22000,7.53025,-3.47995
3.23000,7.21050,-3.52153
3.24000,7.19010,-3.41832
3.25000,7.16165,-3.76428
3.26000,7.17717,-3.55287
3.27000,7.34909,-3.80890
3.28000,6.79461,-3.62857
3.29000,7.09100,-3.76060
3.30000,7.28909,-3.78145
3.31000,6.85671,-3.73439
3.32000,6.94893,-3.99202
3.33000,7.01626,-3.86836
3.34000,6.82782,-3.81887
3.35000,6.93827,-4.28508
3.36000,6.88415,-4.17113
3.37000,6.84120,-4.12897
3.38000,6.74509,-4.09999
3.39000,6.71498,-4.29416
3.40000,6.38855,-4.43169
3.41000,6.86885,-4.17392
3.42000,6.82420,-4.27185
3.43000,6.30818,-4.35617
3.44000,6.54126,-4.43582
3.45000,6.98898,-4.28743
3.46000,6.41253,-4.65070
3.47000,6.48315,-4.63268
3.48000,6.64141,-4.50726
3.49000,6.33028,-4.58132
3.50000,6.33121,-4.72305
3.51000,5.98635,-4.92940
3.52000,6.32475,-4.70946
3.53000,6.44281,-4.79942
3.54000,6.37916,-5.01197
3.55000,6.55012,-5.19055
3.56000,6.00481,-5.05233
3.57000,6.52537,-4.69017
3.58000,6.40512,-5.14869
3.59000,5.80992,-5.14807
3.60000,6.13309,-5.17530
3.61000,6.28409,-5.27087
3.62000,6.11928,-4.74455
3.63000,5.96107,-5.21334
3.64000,6.19994,-5.27750
3.65000,5.94053,-5.31016
3.66000,5.92117,-5.33682
3.67000,5.89270,-5.07271
3.68000,5.71519,-5.50336
3.69000,5.84571,-5.69576
3.70000,5.50986,-5.73239
3.71000,5.81662,-5.17053
3.72000,5.56950,-5.56298
3.73000,5.46534,-5.61676
3.74000,5.88744,-5.64492
3.75000,5.74910,-5.78233
3.76000,5.72721,-5.95435
3.77000,5.42017,-5.65957
3.78000,5.56309,-5.93717
3.79000,5.44630,-5.78711
3.80000,5.44911,-5.73110
3.81000,5.46303,-5.99736
3.82000,5.39897,-5.62555
3.83000,5.35134,-6.22676
3.84000,5.46071,-5.79494
3.85000,4.97859,-5.78044
3.86000,5.48116,-5.95306
3.87000,5.48285,-6.42309
3.88000,5.15037,-6.56623
3.89000,5.08058,-5.96279
3.90000,5.21032,-6.20527
3.91000,4.86123,-6.35244
3.92000,5.11703,-6.36192
3.93000,4.90233,-6.05984
3.94000,5.13943,-6.20320
3.95000,4.70140,-6.15455
3.96000,4.72511,-6.02009
3.97000,5.00317,-6.44785
3.98000,5.20162,-6.39821
3.99000,5.04490,-6.54226
4.00000,4.72416,-6.47268
4.01000,4.56755,-6.54116
4.02000,4.94396,-6.61934
4.03000,4.39526,-6.33867
4.04000,4.63183,-6.65896
4.05000,4.79039,-6.51316
4.06000,4.53955,-6.65974
4.07000,4.20314,-6.43873
4.08000,4.31457,-6.98641
4.09000,4.36533,-6.56113
4.10000,4.21689,-6.88250
4.11000,4.02578,-6.86400
4.12000,4.27327,-6.79201
4.13000,4.10049,-6.81045
4.14000,4.05752,-7.13166
4.15000,4.07915,-6.92618
4.16000,3.82743,-6.40327
4.17000,4.13723,-6.93543
4.18000,4.02013,-6.99922
4.19000,3.77933,-7.18487
4.20000,3.48320,-7.03495
4.21000,3.35728,-6.86438
4.22000,3.94957,-7.03792
4.23000,3.74777,-7.28528
4.24000,3.76857,-7.23709
4.25000,3.34934,-6.95473
4.26000,3.55370,-7.09425
4.27000,3.58637,-7.39909
4.28000,3.44555,-7.52967
4.29000,3.65402,-7.26962
4.30000,3.65131,-7.07424
4.31000,3.43036,-7.37902
4.32000,3.49166,-7.27589
4.33000,3.56711,-7.29570
4.34000,3.50267,-7.32288
4.35000,3.07458,-6.89181
4.36000,3.09261,-7.07943
4.37000,3.08231,-7.72428
4.38000,3.05927,-7.21610
4.39000,2.82286,-7.01540
4.40000,2.81875,-7.56192
4.41000,2.91736,-7.60150
4.42000,2.72467,-7.21109
4.43000,3.00624,-7.61759
4.44000,2.98799,-7.68648
4.45000,2.44206,-7.91017
4.46000,2.75800,-7.07881
4.47000,2.76842,-7.57909
4.48000,2.44769,-7.37903
4.49000,2.61238,-7.70605
4.50000,2.21771,-7.19576
4.51000,2.40620,-7.92860
4.52000,2.57148,-7.75527
4.53000,2.61207,-7.56587
4.54000,2.18161,-7.46901
4.55000,2.45792,-7.40717
4.56000,2.33833,-7.80645
4.57000,2.22966,-7.45632
4.58000,2.26743,-7.73634
4.59000,2.13511,-8.09171
4.60000,2.00417,-7.84126
4.61000,2.12191,-7.92005
4.62000,1.72069,-7.84671
4.63000,2.37696,-7.78292
4.64000,1.85925,-7.81663
4.65000,1.51668,-7.96313
4.66000,1.90242,-7.78419
4.67000,1.51052,-8.05170
4.68000,1.86912,-7.60523
4.69000,1.64054,-7.98395
4.70000,1.34944,-7.91298
4.71000,1.56746,-7.74804
4.72000,1.32292,-7.67380
4.73000,1.50356,-7.79009
4.74000,1.23874,-8.15585
4.75000,1.58821,-7.85831
4.76000,0.96277,-7.98098
4.77000,1.16228,-8.02688
4.78000,0.97766,-7.67808
4.79000,0.84732,-8.26481
4.80000,1.23160,-8.03041
4.81000,0.96490,-8.11683
4.82000,0.87474,-7.84889
4.83000,0.86492,-7.93007
4.84000,0.97689,-7.93101
4.85000,0.49136,-7.91847
4.86000,0.92641,-7.84383
4.87000,0.76209,-8.21855
4.88000,0.62947,-7.71100
4.89000,0.53240,-8.06743
4.90000,0.28101,-8.12204
4.91000,0.72445,-8.26215
4.92000,0.26880,-7.65413
4.93000,0.46879,-8.05745
4.94000,0.54169,-7.69537
4.95000,0.18575,-8.05809
4.96000,0.24591,-7.90879
4.97000,0.21668,-7.76146
4.98000,-0.22560,-7.77079
4.99000,0.16098,-8.38394
5.00000,-0.17083,-7.86977
5.01000,0.10916,-7.88945
5.02000,-0.01274,-7.88636
5.03000,-0.08500,-8.12911
5.04000,-0.34051,-7.91031
5.05000,-0.20024,-7.73126
5.06000,-0.17922,-7.95430
5.07000,-0.27154,-8.01950
5.08000,-0.58093,-8.01177
5.09000,-0.26363,-8.19115
5.10000,-0.32815,-7.85602
5.11000,-0.59611,-8.10732
5.12000,-0.51573,-8.01981
5.13000,-0.57019,-8.01217
5.14000,-0.60904,-8.03377
5.15000,-1.05111,-7.82162
5.16000,-0.85419,-8.28803
5.17000,-0.83545,-8.06584
5.18000,-0.97134,-7.90820
5.19000,-0.92142,-7.88177
5.20000,-0.92507,-7.91628
5.21000,-0.93134,-7.99900
5.22000,-1.14537,-8.02970
5.23000,-0.91597,-7.87089
5.24000,-1.16748,-7.65595
5.25000,-1.56190,-7.98802
5.26000,-1.40593,-7.83471
5.27000,-1.27916,-8.12186
5.28000,-1.54433,-7.68175
5.29000,-1.46011,-7.64422
5.30000,-1.41172,-7.86675
5.31000,-1.24434,-7.57055
5.32000,-1.62441,-7.70905
5.33000,-1.62015,-7.81862
5.34000,-2.19675,-8.11748
5.35000,-1.92791,-7.90129
5.36000,-1.86968,-7.98901
5.37000,-1.96310,-7.87779
5.38000,-2.17698,-7.68465
5.39000,-1.93569,-7.88547
5.40000,-2.00061,-7.43051
5.41000,-1.78767,-7.48569
5.42000,-2.13670,-7.81922
5.43000,-1.98647,-7.81142
5.44000,-2.20788,-7.94011
5.45000,-2.33897,-7.51719
5.46000,-2.22148,-7.65546
5.47000,-2.27999,-7.60883
5.48000,-2.42735,-7.50594
5.49000,-2.43169,-7.33935
5.50000,-2.72613,-7.60689
5.51000,-2.38154,-7.88957
5.52000,-2.62403,-7.35992
5.53000,-2.36075,-7.52512
5.54000,-2.36515,-7.46770
5.55000,-2.64715,-7.73469
5.56000,-2.91992,-7.15224
5.57000,-2.79634,-7.53644
5.58000,-3.25851,-7.47148
5.59000,-3.07242,-7.53626
5.60000,-2.83037,-7.58718
5.61000,-2.80505,-7.47604
5.62000,-3.08331,-7.21846
5.63000,-3.05085,-7.36356
5.64000,-3.10296,-7.36839
5.65000,-3.10433,-7.44620
5.66000,-3.00658,-7.22815
5.67000,-3.21914,-7.08536
5.68000,-3.57565,-7.30426
5.69000,-3.32361,-7.29974
5.70000,-3.25395,-7.20095
5.71000,-3.76695,-7.17466
5.72000,-3.75952,-7.44878
5.73000,-3.54813,-7.11848
5.74000,-3.55920,-7.00416
5.75000,-3.64377,-6.89939
5.76000,-3.67484,-7.19680
5.77000,-3.72062,-6.86407
5.78000,-3.77985,-7.27205
5.79000,-4.03351,-7.06934
5.80000,-3.95716,-6.89236
5.81000,-3.88064,-7.08209
5.82000,-3.80522,-7.01820
5.83000,-3.89026,-7.19544
5.84000,-4.06612,-6.77297
5.85000,-4.34021,-6.46943
5.86000,-4.15061,-6.98898
5.87000,-4.31795,-7.02947
5.88000,-4.16323,-6.87007
5.89000,-4.23586,-6.86973
5.90000,-4.10176,-6.83786
5.91000,-4.29794,-6.70092
5.92000,-4.10141,-6.76471
5.93000,-4.21942,-6.38176
5.94000,-4.37503,-6.86640
5.95000,-4.32361,-6.84723
5.96000,-4.26939,-6.36357
5.97000,-4.61446,-6.90185
5.98000,-4.71287,-6.44308
5.99000,-4.60841,-6.51437
6.00000,-4.59051,-6.40389
6.01000,-4.95166,-6.40922
6.02000,-4.86947,-6.13378
6.03000,-4.43974,-6.30531
6.04000,-4.75785,-6.51859
6.05000,-4.70583,-6.37546
6.06000,-4.85767,-6.42309
6.07000,-4.84049,-6.04306
6.08000,-4.96071,-6.11838
6.09000,-5.11902,-6.41407
6.10000,-4.91253,-6.22610
6.11000,-5.08872,-6.18308
6.12000,-5.13089,-6.31837
6.13000,-5.23186,-6.13457
6.14000,-5.02376,-5.79927
6.15000,-5.06527,-6.15490
6.16000,-5.35863,-6.00137
6.17000,-5.43604,-6.16969
6.18000,-5.57435,-5.70548
6.19000,-5.38616,-6.10723
6.20000,-5.19079,-5.77323
6.21000,-5.58065,-5.37013
6.22000,-5.63356,-5.75476
6.23000,-5.42744,-5.47658
6.24000,-5.52004,-5.67124
6.25000,-5.46615,-5.99407
6.26000,-5.80279,-5.46824
6.27000,-5.87078,-5.42351
6.28000,-5.76541,-5.77997
6.29000,-5.89158,-5.37519
6.30000,-5.66012,-5.40669
6.31000,-5.77634,-5.62743
6.32000,-5.70995,-5.45528
6.33000,-5.91355,-5.40016
6.34000,-5.98558,-5.43744
6.35000,-5.95587,-5.49104
6.36000,-6.16833,-5.07177
6.37000,-6.41348,-5.04514
6.38000,-6.20220,-5.12651
6.39000,-5.74247,-5.25627
6.40000,-5.99239,-4.74323
6.41000,-6.29129,-5.29061
6.42000,-6.39511,-4.89358
6.43000,-6.28568,-5.06569
6.44000,-6.40114,-5.04291
6.45000,-6.29078,-4.72880
6.46000,-6.27339,-4.77886
6.47000,-6.60537,-4.89015
6.48000,-6.56689,-4.90843
6.49000,-6.42320,-4.65126
6.50000,-6.31825,-4.43208
6.51000,-6.56070,-4.86592
6.52000,-6.53214,-4.78041
6.53000,-6.21038,-4.43581
6.54000,-6.54433,-4.14357
6.55000,-6.72048,-4.67603
6.56000,-6.80045,-4.26933
6.57000,-7.07535,-4.80181
6.58000,-7.14624,-4.09035
6.59000,-6.61440,-4.41943
6.60000,-6.59098,-4.36985
6.61000,-6.76066,-4.15691
6.62000,-6.69580,-4.33655
6.63000,-6.98523,-3.99883
6.64000,-6.93894,-4.23140
6.65000,-6.75068,-4.04194
6.66000,-6.91230,-3.87963
6.67000,-6.84106,-4.04328
6.68000,-7.05247,-4.26906
6.69000,-6.67200,-4.16925
6.70000,-7.01982,-3.95374
6.71000,-6.97525,-4.10031
6.72000,-7.08399,-3.87231
6.73000,-6.85146,-3.68801
6.74000,-7.03517,-3.54068
6.75000,-7.14071,-3.59253
6.76000,-6.89755,-3.95225
6.77000,-7.30925,-3.67125
6.78000,-6.97715,-3.35230
6.79000,-7.10130,-3.37798
6.80000,-7.08872,-3.69277
6.81000,-7.49755,-3.19899
6.82000,-7.22173,-3.60524
6.83000,-6.91866,-3.31476
6.84000,-7.36646,-3.22185
6.85000,-7.38560,-3.20375
6.86000,-7.44548,-3.21539
6.87000,-7.60644,-2.89397
6.88000,-7.26340,-3.10476
6.89000,-7.28217,-2.84704
6.90000,-7.33561,-2.79314
6.91000,-7.26834,-2.99543
6.92000,-7.44800,-2.69818
6.93000,-7.37730,-2.83182
6.94000,-7.44884,-2.53405
6.95000,-7.23444,-2.58253
6.96000,-7.56746,-3.12821
6.97000,-7.65812,-2.66230
6.98000,-7.19442,-2.38226
6.99000,-7.64324,-2.63229
7.00000,-7.64404,-2.72403
7.01000,-7.54202,-2.50746
7.02000,-7.55853,-2.46134
7.03000,-7.51088,-2.24492
7.04000,-7.71989,-2.15850
7.05000,-7.63615,-2.51099
7.06000,-8.15209,-2.30699
7.07000,-7.73614,-2.13720
7.08000,-7.50364,-1.93344
7.09000,-7.70504,-1.81620
7.10000,-7.63826,-1.89277
7.11000,-7.54125,-2.19238
7.12000,-8.01518,-1.98493
7.13000,-7.69710,-1.83384
7.14000,-7.77179,-1.56167
7.15000,-7.74860,-1.99633
7.16000,-7.89610,-1.84796
7.17000,-7.63377,-1.47569
7.18000,-7.92399,-1.62492
7.19000,-8.06802,-1.60062
7.20000,-7.91240,-1.51483
7.21000,-8.30011,-1.23597
7.22000,-7.66446,-1.24372
7.23000,-7.64490,-1.50670
7.24000,-8.05614,-1.62113
7.25000,-7.76796,-1.16292
7.26000,-7.55810,-1.38217
7.27000,-8.06012,-1.08325
7.28000,-7.94822,-1.09467
7.29000,-7.84997,-1.26384
7.30000,-7.83184,-1.22440
7.31000,-8.24234,-0.87949
7.32000,-7.89406,-0.86447
7.33000,-8.02842,-0.56405
7.34000,-7.78616,-0.65776
7.35000,-7.95538,-0.75678
7.36000,-8.08412,-0.37793
7.37000,-8.18025,-0.56464
7.38000,-7.77984,-0.28948
7.39000,-8.01263,-0.33630
7.40000,-7.95891,-0.61302
7.41000,-8.20362,-0.59298
7.42000,-7.98154,-0.39173
7.43000,-7.99551,-0.17394
7.44000,-7.73873,-0.28531
7.45000,-8.34397,-0.20758
7.46000,-7.64071,-0.16145
7.47000,-8.09926,-0.27567
7.48000,-8.09621,-0.08563
7.49000,-8.28411,0.04602
7.50000,-7.83171,0.26585
7.51000,-8.12111,0.01190
7.52000,-8.04792,0.05128
7.53000,-7.69705,-0.12042
7.54000,-7.98457,0.22082
7.55000,-8.20164,0.36984
7.56000,-8.11686,0.23279
7.57000,-8.33825,-0.10996
7.58000,-7.95129,0.59935
7.59000,-7.97459,0.47058
7.60000,-7.98994,0.91548
7.61000,-8.33253,0.89157
7.62000,-7.90102,0.34504
7.63000,-8.02143,0.76162
7.64000,-8.03238,0.74239
7.65000,-7.87567,0.31788
7.66000,-7.91287,0.70095
7.67000,-8.06806,0.82911
7.68000,-8.10928,1.18260
7.69000,-7.91943,0.89491
7.70000,-7.78385,0.93286
7.71000,-8.11203,1.25928
7.72000,-7.76464,1.58172
7.73000,-8.04060,1.06975
7.74000,-7.92136,1.64784
7.75000,-7.91196,1.54532
7.76000,-7.81765,1.05977
7.77000,-8.12849,1.47978
7.78000,-7.99704,1.35635
7.79000,-7.87655,1.31514
7.80000,-8.02075,1.65657
7.81000,-7.57353,1.33415
7.82000,-7.76720,1.48554
7.83000,-7.65986,1.64998
7.84000,-7.77796,1.49546
7.85000,-7.75218,1.71759
7.86000,-7.96206,1.60813
7.87000,-8.09652,1.90879
7.88000,-7.58058,2.32715
7.89000,-7.73385,1.75122
7.90000,-7.87300,1.98439
7.91000,-7.81953,2.06965
7.92000,-7.87138,1.99030
7.93000,-7.53719,2.27914
7.94000,-7.83211,2.32590
7.95000,-7.83188,2.41851
7.96000,-7.56809,2.62401
7.97000,-7.58427,2.40855
7.98000,-7.54926,2.50462
7.99000,-7.67680,2.61390
8.00000,-7.98582,2.64362
8.01000,-7.48381,2.39424
8.02000,-7.52576,2.51746
8.03000,-8.08548,2.62754
8.04000,-7.46014,2.78003
8.05000,-7.76088,2.92605
8.06000,-7.52917,2.70993
8.07000,-7.60697,2.60434
8.08000,-7.49762,2.86250
8.09000,-7.29554,3.02069
8.10000,-7.57111,2.92064
8.11000,-7.35786,2.96599
8.12000,-7.47888,2.67305
8.13000,-7.31703,2.86751
8.14000,-7.19375,3.08816
8.15000,-7.51556,3.36908
8.16000,-7.79056,3.11172
8.17000,-7.30560,2.99441
8.18000,-7.53739,3.33868
8.19000,-7.21210,3.25443
8.20000,-7.32401,3.35764
8.21000,-7.34920,3.52519
8.22000,-7.26007,3.46567
8.23000,-7.47946,3.54887
8.24000,-7.26168,3.69902
8.25000,-7.13352,3.60156
8.26000,-6.67464,3.67232
8.27000,-7.09540,3.86085
8.28000,-7.06172,3.87790
8.29000,-7.05236,3.55391
8.30000,-6.82141,3.85030
8.31000,-7.10200,3.77237
8.32000,-6.83821,3.91379
8.33000,-6.80430,3.94334
8.34000,-6.78191,4.06038
8.35000,-6.96910,4.46819
8.36000,-6.77614,3.81278
8.37000,-6.77125,4.07742
8.38000,-6.94432,3.77802
8.39000,-7.00200,4.06338
8.40000,-6.49050,4.38715
8.41000,-6.89889,4.22737
8.42000,-6.94621,4.50813
8.43000,-6.64751,4.00173
8.44000,-7.02320,4.38594
8.45000,-6.63539,4.34969
8.46000,-6.46147,4.71675
8.47000,-6.81446,4.66439
8.48000,-6.79695,4.47897
8.49000,-6.42430,4.56859
8.50000,-6.36075,4.75827
8.51000,-6.44946,4.64425
8.52000,-6.27404,4.83075
8.53000,-6.41940,4.72552
8.54000,-6.52414,4.92055
8.55000,-6.26487,5.26058
8.56000,-6.04715,4.97195
8.57000,-5.98289,5.10564
8.58000,-5.95326,5.06686
8.59000,-6.19013,4.85595
8.60000,-5.78024,5.27506
8.61000,-5.92450,5.19797
8.62000,-6.02671,5.64450
8.63000,-6.06602,5.53404
8.64000,-6.01857,5.01357
8.65000,-5.79816,5.26592
8.66000,-6.12831,5.56256
8.67000,-6.21988,5.35197
8.68000,-5.82861,5.41762
8.69000,-5.86498,5.40042
8.70000,-5.57555,5.68982
