time_s,target_azimuth_deg,target_elevation_deg,target_detectable,human_detected
1.62000,121.26891,36.35067,true,false
1.63000,121.27670,36.35892,true,false
1.64000,121.28449,36.36718,true,false
1.65000,121.29228,36.37543,true,false
1.66000,121.30007,36.38368,true,false
1.67000,121.30786,36.39194,true,false
1.68000,121.31564,36.40018,true,false
1.69000,121.32343,36.40843,true,false
1.70000,121.33121,36.41668,true,false
1.71000,121.33900,36.42492,true,false
1.72000,121.34678,36.43317,true,false
1.73000,121.35456,36.44141,true,false
1.74000,121.36234,36.44965,true,false
1.75000,121.37012,36.45788,true,false
1.76000,121.37790,36.46612,true,false
1.77000,121.38568,36.47436,true,false
1.78000,121.39346,36.48259,true,false
1.79000,121.40124,36.49082,true,false
1.80000,121.40901,36.49905,true,false
1.81000,121.41679,36.50728,true,false
1.82000,121.42456,36.51551,true,false
1.83000,121.43234,36.52373,true,false
1.84000,121.44011,36.53195,true,false
1.85000,121.44788,36.54018,true,false
1.86000,121.45565,36.54840,true,false
1.87000,121.46342,36.55661,true,false
1.88000,121.47119,36.56483,true,false
1.89000,121.47896,36.57305,true,false
1.90000,121.48672,36.58126,true,false
1.91000,121.49449,36.58947,true,false
1.92000,121.50226,36.59768,true,false
1.93000,121.51002,36.60589,true,false
1.94000,121.51778,36.61409,true,false
1.95000,121.52555,36.62230,true,false
1.96000,121.53331,36.63050,true,false
1.97000,121.54107,36.63870,true,false
1.98000,121.54883,36.64690,true,false
1.99000,121.55659,36.65510,true,false
2.00000,121.56434,36.66329,true,false
2.01000,121.57210,36.67149,true,false
2.02000,121.57986,36.67968,true,false
2.03000,121.58761,36.68787,true,false
2.04000,121.59537,36.69606,true,false
2.05000,121.60312,36.70424,true,false
2.06000,121.61087,36.71243,true,false
2.07000,121.61862,36.72061,true,false
2.08000,121.62637,36.72879,true,false
2.09000,121.63412,36.73697,true,false
2.10000,121.64187,36.74515,true,false
2.11000,121.64962,36.75332,true,false
2.12000,121.65736,36.76149,true,false
2.13000,121.66511,36.76966,true,false
2.14000,121.67285,36.77783,true,false
2.15000,121.68059,36.78600,true,false
2.16000,121.68833,36.79417,true,false
2.17000,121.69608,36.80233,true,false
2.18000,121.70381,36.81049,true,false
2.19000,121.71155,36.81865,true,false
2.20000,121.71929,36.82681,true,false
2.21000,121.72703,36.83496,true,false
2.22000,121.73476,36.84312,true,false
2.23000,121.74250,36.85127,true,false
2.24000,121.75023,36.85942,true,false
2.25000,121.75796,36.86756,true,false
2.26000,121.76569,36.87571,true,false
2.27000,121.77342,36.88385,true,false
2.28000,121.78115,36.89199,true,false
2.29000,121.78888,36.90013,true,false
2.30000,121.79661,36.90827,true,false
2.31000,121.80433,36.91640,true,false
2.32000,121.81206,36.92453,true,false
2.33000,121.81978,36.93267,true,false
2.34000,121.82750,36.94079,true,false
2.35000,121.83522,36.94892,true,false
2.36000,121.84294,36.95704,true,false
2.37000,121.85066,36.96517,true,false
2.38000,121.85838,36.97329,true,false
2.39000,121.86610,36.98140,true,false
2.40000,121.87381,36.98952,true,false
2.41000,121.88153,36.99763,true,false
2.42000,121.88924,37.00574,true,false
2.43000,121.89695,37.01385,true,false
2.44000,121.90466,37.02196,true,false
2.45000,121.91237,37.03006,true,false
2.46000,121.92008,37.03817,true,false
2.47000,121.92779,37.04627,true,false
2.48000,121.93549,37.05436,true,false
2.49000,121.94320,37.06246,true,false
2.50000,121.95090,37.07055,true,false
2.51000,121.95861,37.07864,true,false
2.52000,121.96631,37.08673,true,false
2.53000,121.97401,37.09482,true,false
2.54000,121.98171,37.10290,true,false
2.55000,121.98940,37.11098,true,false
2.56000,121.99710,37.11906,true,false
2.57000,122.00479,37.12714,true,false
2.58000,122.01249,37.13522,true,false
2.59000,122.02018,37.14329,true,false
2.60000,122.02787,37.15136,true,false
2.61000,122.03556,37.15943,true,false
2.62000,122.04325,37.16749,true,false
2.63000,122.05094,37.17555,true,false
2.64000,122.05863,37.18362,true,false
2.65000,122.06631,37.19167,true,false
2.66000,122.07400,37.19973,true,false
2.67000,122.08168,37.20778,true,false
2.68000,122.08936,37.21583,true,false
2.69000,122.09704,37.22388,true,false
2.70000,122.10472,37.23193,true,false
2.71000,122.11240,37.23997,true,false
2.72000,122.12007,37.24801,true,false
2.73000,122.12775,37.25605,true,false
2.74000,122.13542,37.26409,true,false
2.75000,122.14309,37.27212,true,false
2.76000,122.15076,37.28015,true,false
2.77000,122.15843,37.28818,true,false
2.78000,122.16610,37.29621,true,false
2.79000,122.17377,37.30423,true,false
2.80000,122.18143,37.31225,true,false
2.81000,122.18910,37.32027,true,false
2.82000,122.19676,37.32829,true,false
2.83000,122.20442,37.33630,true,false
2.84000,122.21208,37.34431,true,false
2.85000,122.21974,37.35232,true,false
2.86000,122.22740,37.36033,true,false
2.87000,122.23505,37.36833,true,false
2.88000,122.24271,37.37633,true,false
2.89000,122.25036,37.38433,true,false
2.90000,122.25801,37.39233,true,false
2.91000,122.26566,37.40032,true,false
2.92000,122.27331,37.40831,true,false
2.93000,122.28096,37.41630,true,false
2.94000,122.28861,37.42428,true,false
2.95000,122.29625,37.43226,true,false
2.96000,122.30389,37.44024,true,false
2.97000,122.31154,37.44822,true,false
2.98000,122.31918,37.45620,true,false
2.99000,122.32682,37.46417,true,false
3.00000,122.33445,37.47214,true,false
3.01000,122.34209,37.48010,true,false
3.02000,122.34972,37.48807,true,false
3.03000,122.35736,37.49603,true,false
3.04000,122.36499,37.50398,true,false
3.05000,122.37262,37.51194,true,false
3.06000,122.38025,37.51989,true,false
3.07000,122.38788,37.52784,true,false
3.08000,122.39550,37.53579,true,false
3.09000,122.40313,37.54373,true,false
3.10000,122.41075,37.55167,true,false
3.11000,122.41837,37.55961,true,false
3.12000,122.42599,37.56755,true,false
3.13000,122.43361,37.57548,true,false
3.14000,122.44123,37.58341,true,false
3.15000,122.44884,37.59134,true,false
3.16000,122.45646,37.59926,true,false
3.17000,122.46407,37.60719,true,false
3.18000,122.47168,37.61510,true,false
3.19000,122.47929,37.62302,true,false
3.20000,122.48690,37.63093,true,false
3.21000,122.49451,37.63884,true,false
3.22000,122.50211,37.64675,true,false
3.23000,122.50971,37.65465,true,false
3.24000,122.51732,37.66256,true,false
3.25000,122.52492,37.67045,true,false
3.26000,122.53251,37.67835,true,false
3.27000,122.54011,37.68624,true,false
3.28000,122.54771,37.69413,true,false
3.29000,122.55530,37.70202,true,false
3.30000,122.56289,37.70990,true,false
3.31000,122.57048,37.71778,true,false
3.32000,122.57807,37.72566,true,false
3.33000,122.58566,37.73354,true,false
3.34000,122.59325,37.74141,true,false
3.35000,122.60083,37.74928,true,false
3.36000,122.60842,37.75714,true,false
3.37000,122.61600,37.76501,true,false
3.38000,122.62358,37.77287,true,false
3.39000,122.63115,37.78072,true,false
3.40000,122.63873,37.78858,true,false
3.41000,122.64631,37.79643,true,false
3.42000,122.65388,37.80427,true,false
3.43000,122.66145,37.81212,true,false
3.44000,122.66902,37.81996,true,false
3.45000,122.67659,37.82780,true,false
3.46000,122.68415,37.83563,true,false
3.47000,122.69172,37.84347,true,false
3.48000,122.69928,37.85130,true,false
3.49000,122.70684,37.85912,true,false
3.50000,122.71440,37.86694,true,false
3.51000,122.72196,37.87476,true,false
3.52000,122.72952,37.88258,true,false
3.53000,122.73707,37.89039,true,false
3.54000,122.74463,37.89820,true,false
3.55000,122.75218,37.90601,true,false
3.56000,122.75973,37.91381,true,false
3.57000,122.76728,37.92161,true,false
3.58000,122.77482,37.92941,true,false
3.59000,122.78237,37.93721,true,false
3.60000,122.78991,37.94500,true,false
3.61000,122.79745,37.95278,true,false
3.62000,122.80499,37.96057,true,false
3.63000,122.81253,37.96835,true,false
3.64000,122.82007,37.97613,true,false
3.65000,122.82760,37.98390,true,false
3.66000,122.83513,37.99167,true,false
3.67000,122.84266,37.99944,true,false
3.68000,122.85019,38.00721,true,false
3.69000,122.85772,38.01497,true,false
3.70000,122.86525,38.02273,true,false
3.71000,122.87277,38.03048,true,false
3.72000,122.88029,38.03823,true,false
3.73000,122.88781,38.04598,true,false
3.74000,122.89533,38.05373,true,false
3.75000,122.90285,38.06147,true,false
3.76000,122.91036,38.06921,true,false
3.77000,122.91787,38.07694,true,false
3.78000,122.92539,38.08467,true,false
3.79000,122.93290,38.09240,true,false
3.80000,122.94040,38.10012,true,false
3.81000,122.94791,38.10785,true,false
3.82000,122.95541,38.11556,true,false
3.83000,122.96292,38.12328,true,false
3.84000,122.97042,38.13099,true,false
3.85000,122.97791,38.13870,true,false
3.86000,122.98541,38.14640,true,false
3.87000,122.99291,38.15410,true,false
3.88000,123.00040,38.16180,true,false
3.89000,123.00789,38.16949,true,false
3.90000,123.01538,38.17718,true,false
3.91000,123.02287,38.18487,true,false
3.92000,123.03035,38.19255,true,false
3.93000,123.03784,38.20023,true,false
3.94000,123.04532,38.20791,true,false
3.95000,123.05280,38.21558,true,false
3.96000,123.06028,38.22325,true,false
3.97000,123.06775,38.23092,true,false
3.98000,123.07523,38.23858,true,false
3.99000,123.08270,38.24624,true,false
4.00000,123.09017,38.25389,true,false
4.01000,123.09764,38.26154,true,false
4.02000,123.10511,38.26919,true,false
4.03000,123.11257,38.27684,true,false
4.04000,123.12003,38.28448,true,false
4.05000,123.12749,38.29211,true,false
4.06000,123.13495,38.29975,true,false
4.07000,123.14241,38.30738,true,false
4.08000,123.14987,38.31500,true,false
4.09000,123.15732,38.32263,true,false
4.10000,123.16477,38.33025,true,false
4.11000,123.17222,38.33786,true,false
4.12000,123.17967,38.34547,true,false
4.13000,123.18711,38.35308,true,false
4.14000,123.19456,38.36069,true,false
4.15000,123.20200,38.36829,true,false
4.16000,123.20944,38.37588,true,false
4.17000,123.21687,38.38348,true,false
4.18000,123.22431,38.39107,true,false
4.19000,123.23174,38.39865,true,false
4.20000,123.23917,38.40623,true,false
4.21000,123.24660,38.41381,true,false
4.22000,123.25403,38.42139,true,false
4.23000,123.26146,38.42896,true,false
4.24000,123.26888,38.43653,true,false
4.25000,123.27630,38.44409,true,false
4.26000,123.28372,38.45165,true,false
4.27000,123.29114,38.45920,true,false
4.28000,123.29855,38.46676,true,false
4.29000,123.30597,38.47430,true,false
4.30000,123.31338,38.48185,true,false
4.31000,123.32079,38.48939,true,false
4.32000,123.32820,38.49693,true,false
4.33000,123.33560,38.50446,true,false
4.34000,123.34300,38.51199,true,false
4.35000,123.35040,38.51951,true,false
4.36000,123.35780,38.52703,true,false
4.37000,123.36520,38.53455,true,false
4.38000,123.37260,38.54207,true,false
4.39000,123.37999,38.54958,true,false
4.40000,123.38738,38.55708,true,false
4.41000,123.39477,38.56458,true,false
4.42000,123.40215,38.57208,true,false
4.43000,123.40954,38.57958,true,false
4.44000,123.41692,38.58707,true,false
4.45000,123.42430,38.59455,true,false
4.46000,123.43168,38.60203,true,false
4.47000,123.43906,38.60951,true,false
4.48000,123.44643,38.61699,true,false
4.49000,123.45380,38.62446,true,false
4.50000,123.46117,38.63192,true,false
4.51000,123.46854,38.63939,true,false
4.52000,123.47590,38.64684,true,false
4.53000,123.48327,38.65430,true,false
4.54000,123.49063,38.66175,true,false
4.55000,123.49799,38.66920,true,false
4.56000,123.50534,38.67664,true,false
4.57000,123.51270,38.68408,true,false
4.58000,123.52005,38.69151,true,false
4.59000,123.52740,38.69894,true,false
4.60000,123.53475,38.70637,true,false
4.61000,123.54209,38.71379,true,false
4.62000,123.54944,38.72121,true,false
4.63000,123.55678,38.72862,true,false
4.64000,123.56412,38.73603,true,false
4.65000,123.57146,38.74344,true,false
4.66000,123.57879,38.75084,true,false
4.67000,123.58612,38.75824,true,false
4.68000,123.59345,38.76563,true,false
4.69000,123.60078,38.77302,true,false
4.70000,123.60811,38.78041,true,false
4.71000,123.61543,38.78779,true,false
4.72000,123.62275,38.79516,true,false
4.73000,123.63007,38.80254,true,false
4.74000,123.63739,38.80991,true,false
4.75000,123.64470,38.81727,true,false
4.76000,123.65202,38.82463,true,false
4.77000,123.65933,38.83199,true,false
4.78000,123.66664,38.83934,true,false
4.79000,123.67394,38.84669,true,false
4.80000,123.68125,38.85403,true,false
4.81000,123.68855,38.86137,true,false
4.82000,123.69585,38.86870,true,false
4.83000,123.70314,38.87603,true,false
4.84000,123.71044,38.88336,true,false
4.85000,123.71773,38.89068,true,false
4.86000,123.72502,38.89800,true,false
4.87000,123.73231,38.90531,true,false
4.88000,123.73959,38.91262,true,false
4.89000,123.74688,38.91993,true,false
4.90000,123.75416,38.92723,true,false
4.91000,123.76143,38.93453,true,false
4.92000,123.76871,38.94182,true,false
4.93000,123.77598,38.94911,true,false
4.94000,123.78326,38.95639,true,false
4.95000,123.79052,38.96367,true,false
4.96000,123.79779,38.97094,true,false
4.97000,123.80506,38.97821,true,false
4.98000,123.81232,38.98548,true,false
4.99000,123.81958,38.99274,true,false
5.00000,123.82683,39.00000,true,false
5.01000,123.83409,39.00725,true,false
5.02000,123.84134,39.01450,true,false
5.03000,123.84859,39.02175,true,false
5.04000,123.85584,39.02899,true,false
5.05000,123.86309,39.03622,true,false
5.06000,123.87033,39.04345,true,false
5.07000,123.87757,39.05068,true,false
5.08000,123.88481,39.05790,true,false
5.09000,123.89204,39.06512,true,false
5.10000,123.89928,39.07233,true,false
5.11000,123.90651,39.07954,true,false
5.12000,123.91374,39.08674,true,false
5.13000,123.92096,39.09394,true,false
5.14000,123.92819,39.10114,true,false
5.15000,123.93541,39.10833,true,false
5.16000,123.94263,39.11552,true,false
5.17000,123.94984,39.12270,true,false
5.18000,123.95706,39.12988,true,false
5.19000,123.96427,39.13705,true,false
5.20000,123.97148,39.14422,true,false
5.21000,123.97869,39.15138,true,false
5.22000,123.98589,39.15854,true,false
5.23000,123.99309,39.16569,true,false
5.24000,124.00029,39.17284,true,false
5.25000,124.00749,39.17999,true,false
5.26000,124.01468,39.18713,true,false
5.27000,124.02187,39.19427,true,false
5.28000,124.02906,39.20140,true,false
5.29000,124.03625,39.20852,true,false
5.30000,124.04344,39.21565,true,false
5.31000,124.05062,39.22276,true,false
5.32000,124.05780,39.22988,true,false
5.33000,124.06497,39.23699,true,false
5.34000,124.07215,39.24409,true,false
5.35000,124.07932,39.25119,true,false
5.36000,124.08649,39.25828,true,false
5.37000,124.09366,39.26537,true,false
5.38000,124.10082,39.27246,true,false
5.39000,124.10798,39.27954,true,false
5.40000,124.11514,39.28661,true,false
5.41000,124.12230,39.29369,true,false
5.42000,124.12945,39.30075,true,false
5.43000,124.13661,39.30781,true,false
5.44000,124.14376,39.31487,true,false
5.45000,124.15090,39.32192,true,false
5.46000,124.15805,39.32897,true,false
5.47000,124.16519,39.33601,true,false
5.48000,124.17233,39.34305,true,false
5.49000,124.17946,39.35008,true,false
5.50000,124.18660,39.35711,true,false
5.51000,124.19373,39.36414,true,false
5.52000,124.20086,39.37115,true,false
5.53000,124.20798,39.37817,true,false
5.54000,124.21511,39.38518,true,false
5.55000,124.22223,39.39218,true,false
5.56000,124.22935,39.39918,true,false
5.57000,124.23646,39.40618,true,false
5.58000,124.24357,39.41317,true,false
5.59000,124.25069,39.42015,true,false
5.60000,124.25779,39.42713,true,false
5.61000,124.26490,39.43411,true,false
5.62000,124.27200,39.44108,true,false
5.63000,124.27910,39.44804,true,false
5.64000,124.28620,39.45500,true,false
5.65000,124.29329,39.46196,true,false
5.66000,124.30038,39.46891,true,false
5.67000,124.30747,39.47586,true,false
5.68000,124.31456,39.48280,true,false
5.69000,124.32164,39.48974,true,false
5.70000,124.32873,39.49667,true,false
5.71000,124.33580,39.50359,true,false
5.72000,124.34288,39.51052,true,false
5.73000,124.34995,39.51743,true,false
5.74000,124.35702,39.52434,true,false
5.75000,124.36409,39.53125,true,false
5.76000,124.37116,39.53815,true,false
5.77000,124.37822,39.54505,true,false
5.78000,124.38528,39.55194,true,false
5.79000,124.39234,39.55883,true,false
5.80000,124.39939,39.56571,true,false
5.81000,124.40644,39.57259,true,false
5.82000,124.41349,39.57946,true,false
5.83000,124.42054,39.58632,true,false
5.84000,124.42758,39.59319,true,false
5.85000,124.43462,39.60004,true,false
5.86000,124.44166,39.60689,true,false
5.87000,124.44870,39.61374,true,false
5.88000,124.45573,39.62058,true,false
5.89000,124.46276,39.62742,true,false
5.90000,124.46979,39.63425,true,false
5.91000,124.47681,39.64108,true,false
5.92000,124.48383,39.64790,true,false
5.93000,124.49085,39.65471,true,false
5.94000,124.49787,39.66152,true,false
5.95000,124.50488,39.66833,true,false
5.96000,124.51189,39.67513,true,false
5.97000,124.51890,39.68193,true,false
5.98000,124.52590,39.68872,true,false
5.99000,124.53291,39.69550,true,false
6.00000,124.53990,39.70228,true,false
6.01000,124.54690,39.70906,true,false
6.02000,124.55390,39.71583,true,false
6.03000,124.56089,39.72259,true,false
6.04000,124.56787,39.72935,true,false
6.05000,124.57486,39.73611,true,false
6.06000,124.58184,39.74285,true,false
6.07000,124.58882,39.74960,true,false
6.08000,124.59580,39.75634,true,false
6.09000,124.60277,39.76307,true,false
6.10000,124.60974,39.76980,true,false
6.11000,124.61671,39.77652,true,false
6.12000,124.62368,39.78324,true,false
6.13000,124.63064,39.78995,true,false
6.14000,124.63760,39.79666,true,false
6.15000,124.64456,39.80336,true,false
6.16000,124.65151,39.81006,true,false
6.17000,124.65846,39.81675,true,false
6.18000,124.66541,39.82344,true,false
6.19000,124.67236,39.83012,true,false
6.20000,124.67930,39.83679,true,false
6.21000,124.68624,39.84346,true,false
6.22000,124.69317,39.85013,true,false
6.23000,124.70011,39.85679,true,false
6.24000,124.70704,39.86344,true,false
6.25000,124.71397,39.87009,true,false
6.26000,124.72089,39.87674,true,false
6.27000,124.72781,39.88337,true,false
6.28000,124.73473,39.89001,true,false
6.29000,124.74165,39.89663,true,false
6.30000,124.74856,39.90326,true,false
6.31000,124.75547,39.90987,true,false
6.32000,124.76238,39.91648,true,false
6.33000,124.76929,39.92309,true,false
6.34000,124.77619,39.92969,true,false
6.35000,124.78309,39.93629,true,false
6.36000,124.78998,39.94288,true,false
6.37000,124.79688,39.94946,true,false
6.38000,124.80377,39.95604,true,false
6.39000,124.81065,39.96261,true,false
6.40000,124.81754,39.96918,true,false
6.41000,124.82442,39.97574,true,false
6.42000,124.83130,39.98230,true,false
6.43000,124.83817,39.98885,true,false
6.44000,124.84504,39.99540,true,false
6.45000,124.85191,40.00194,true,false
6.46000,124.85878,40.00848,true,false
6.47000,124.86564,40.01501,true,false
6.48000,124.87250,40.02153,true,false
6.49000,124.87936,40.02805,true,false
6.50000,124.88621,40.03456,true,false
6.51000,124.89306,40.04107,true,false
6.52000,124.89991,40.04757,true,false
6.53000,124.90676,40.05407,true,false
6.54000,124.91360,40.06056,true,false
6.55000,124.92044,40.06705,true,false
6.56000,124.92727,40.07353,true,false
6.57000,124.93411,40.08000,true,false
6.58000,124.94094,40.08647,true,false
6.59000,124.94776,40.09293,true,false
6.60000,124.95459,40.09939,true,false
6.61000,124.96141,40.10584,true,false
6.62000,124.96822,40.11229,true,false
6.63000,124.97504,40.11873,true,false
6.64000,124.98185,40.12517,true,false
6.65000,124.98866,40.13160,true,false
6.66000,124.99546,40.13802,true,false
6.67000,125.00227,40.14444,true,false
6.68000,125.00907,40.15085,true,false
6.69000,125.01586,40.15726,true,false
6.70000,125.02266,40.16366,true,false
6.71000,125.02945,40.17006,true,false
6.72000,125.03623,40.17645,true,false
6.73000,125.04302,40.18283,true,false
6.74000,125.04980,40.18921,true,false
6.75000,125.05657,40.19558,true,false
6.76000,125.06335,40.20195,true,false
6.77000,125.07012,40.20831,true,false
6.78000,125.07689,40.21467,true,false
6.79000,125.08365,40.22102,true,false
6.80000,125.09041,40.22736,true,false
6.81000,125.09717,40.23370,true,false
6.82000,125.10393,40.24004,true,false
6.83000,125.11068,40.24636,true,false
6.84000,125.11743,40.25269,true,false
6.85000,125.12418,40.25900,true,false
6.86000,125.13092,40.26531,true,false
6.87000,125.13766,40.27162,true,false
6.88000,125.14440,40.27792,true,false
6.89000,125.15113,40.28421,true,false
6.90000,125.15786,40.29049,true,false
6.91000,125.16459,40.29678,true,false
6.92000,125.17131,40.30305,true,false
6.93000,125.17803,40.30932,true,false
6.94000,125.18475,40.31558,true,false
6.95000,125.19146,40.32184,true,false
6.96000,125.19817,40.32809,true,false
6.97000,125.20488,40.33434,true,false
6.98000,125.21159,40.34058,true,false
6.99000,125.21829,40.34682,true,false
7.00000,125.22499,40.35304,true,false
7.01000,125.23168,40.35927,true,false
7.02000,125.23837,40.36548,true,false
7.03000,125.24506,40.37170,true,false
7.04000,125.25175,40.37790,true,false
7.05000,125.25843,40.38410,true,false
7.06000,125.26511,40.39029,true,false
7.07000,125.27178,40.39648,true,false
7.08000,125.27846,40.40266,true,false
7.09000,125.28512,40.40884,true,false
7.10000,125.29179,40.41501,true,false
7.11000,125.29845,40.42117,true,false
7.12000,125.30511,40.42733,true,false
7.13000,125.31177,40.43348,true,false
7.14000,125.31842,40.43963,true,false
7.15000,125.32507,40.44577,true,false
7.16000,125.33172,40.45190,true,false
7.17000,125.33836,40.45803,true,false
7.18000,125.34500,40.46415,true,false
7.19000,125.35163,40.47027,true,false
7.20000,125.35827,40.47638,true,false
7.21000,125.36490,40.48248,true,false
7.22000,125.37152,40.48858,true,false
7.23000,125.37815,40.49467,true,false
7.24000,125.38477,40.50076,true,false
7.25000,125.39138,40.50684,true,false
7.26000,125.39800,40.51291,true,false
7.27000,125.40461,40.51898,true,false
7.28000,125.41121,40.52504,true,false
7.29000,125.41782,40.53110,true,false
7.30000,125.42442,40.53715,true,false
7.31000,125.43101,40.54319,true,false
7.32000,125.43760,40.54923,true,false
